LeadID,Region,CustomerSegment,Industry,Product,DealSize,MarketingSpend,LeadScore,Converted,ConversionRate,ExpectedRevenue
274,West,SMB,Healthcare,Analytics,11525.0,2616.0,0.13,0,0.27058823529411763,3118.529411764706
275,North,SMB,Retail,Analytics,13563.0,1726.0,0.23,1,0.26256983240223464,3561.2346368715084
276,West,SMB,Retail,Analytics,30144.0,593.0,0.49,0,0.27058823529411763,8156.611764705882
277,North,SMB,Manufacturing,CRM,20333.0,1838.0,0.35,0,0.36813186813186816,7485.225274725275
278,South,Enterprise,Manufacturing,Analytics,18785.0,2262.0,0.41,1,0.33727810650887574,6335.7692307692305
279,North,SMB,Manufacturing,Analytics,21647.0,1348.0,0.31,0,0.26256983240223464,5683.849162011174
280,South,SMB,Tech,ERP,11555.0,778.0,0.15,0,0.35333333333333333,4082.766666666667
281,West,MidMarket,Manufacturing,Analytics,17684.0,1196.0,0.44,0,0.27058823529411763,4785.082352941176
282,West,MidMarket,Retail,ERP,20019.0,2429.0,0.26,1,0.27702702702702703,5545.804054054054
283,South,MidMarket,Manufacturing,Analytics,28620.0,1378.0,0.48,1,0.33727810650887574,9652.899408284024
284,East,SMB,Finance,Analytics,8307.0,2530.0,0.39,1,0.3,2492.1
285,South,SMB,Manufacturing,ERP,32341.0,1299.0,0.3,0,0.35333333333333333,11427.153333333334
286,East,MidMarket,Tech,Analytics,19127.0,909.0,0.47,0,0.3,5738.099999999999
287,North,SMB,Finance,CRM,12226.0,1590.0,0.57,0,0.36813186813186816,4500.78021978022
288,North,SMB,Retail,CRM,10959.0,1631.0,0.12,0,0.36813186813186816,4034.357142857143
289,North,SMB,Retail,Analytics,21912.0,540.0,0.12,0,0.26256983240223464,5753.430167597766
290,West,SMB,Healthcare,CRM,10570.0,793.0,0.16,0,0.2658959537572254,2810.5202312138726
291,North,SMB,Finance,ERP,16079.0,962.0,0.18,0,0.2621951219512195,4215.835365853659
292,East,SMB,Healthcare,Analytics,18251.0,784.0,0.43,1,0.3,5475.3
293,North,MidMarket,Finance,Analytics,28006.0,1354.0,0.62,1,0.26256983240223464,7353.530726256983
294,South,MidMarket,Finance,ERP,27129.0,2912.0,0.07,1,0.35333333333333333,9585.58
295,South,Enterprise,Tech,ERP,15499.0,1773.0,0.29,0,0.35333333333333333,5476.3133333333335
296,West,SMB,Healthcare,ERP,18511.0,2069.0,0.34,0,0.27702702702702703,5128.0472972972975
297,South,SMB,Tech,Analytics,8832.0,1391.0,0.36,0,0.33727810650887574,2978.8402366863907
298,East,SMB,Finance,ERP,5726.0,1309.0,0.42,0,0.28402366863905326,1626.319526627219
299,North,MidMarket,Retail,ERP,11397.0,558.0,0.41,0,0.2621951219512195,2988.237804878049
300,West,MidMarket,Finance,CRM,27862.0,1751.0,0.11,1,0.2658959537572254,7408.393063583814
301,North,SMB,Tech,CRM,25461.0,1709.0,0.2,0,0.36813186813186816,9373.005494505494
302,North,Enterprise,Healthcare,Analytics,22684.0,895.0,0.28,0,0.26256983240223464,5956.134078212291
303,East,SMB,Healthcare,CRM,9797.0,2411.0,0.65,0,0.3241758241758242,3175.9505494505497
304,South,MidMarket,Tech,CRM,15018.0,1732.0,0.17,0,0.3448275862068966,5178.620689655173
305,South,MidMarket,Healthcare,ERP,13995.0,1347.0,0.34,0,0.35333333333333333,4944.9
306,North,Enterprise,Manufacturing,ERP,18838.0,867.0,0.3,0,0.2621951219512195,4939.231707317073
307,West,MidMarket,Retail,CRM,18397.0,1880.0,0.35,0,0.2658959537572254,4891.6878612716755
308,South,Enterprise,Retail,CRM,12986.0,2382.0,0.23,0,0.3448275862068966,4477.931034482759
309,West,SMB,Retail,CRM,22445.0,1205.0,0.32,0,0.2658959537572254,5968.0346820809245
310,South,Enterprise,Healthcare,Analytics,21603.0,1047.0,0.06,0,0.33727810650887574,7286.218934911242
311,West,SMB,Healthcare,Analytics,14898.0,1805.0,0.17,0,0.27058823529411763,4031.2235294117645
312,East,Enterprise,Finance,Analytics,22130.0,888.0,0.06,0,0.3,6639.0
313,West,MidMarket,Finance,CRM,27870.0,2167.0,0.5,1,0.2658959537572254,7410.520231213873
314,East,Enterprise,Retail,CRM,29996.0,2013.0,0.06,0,0.3241758241758242,9723.978021978022
315,East,SMB,Manufacturing,Analytics,23435.0,718.0,0.33,0,0.3,7030.5
316,West,MidMarket,Finance,Analytics,23229.0,591.0,0.24,1,0.27058823529411763,6285.494117647058
317,East,MidMarket,Finance,CRM,18319.0,2051.0,0.17,0,0.3241758241758242,5938.576923076924
318,North,MidMarket,Healthcare,ERP,27208.0,1236.0,0.28,1,0.2621951219512195,7133.804878048781
319,East,SMB,Manufacturing,Analytics,12508.0,716.0,0.08,1,0.3,3752.3999999999996
320,South,SMB,Retail,CRM,26397.0,2399.0,0.42,0,0.3448275862068966,9102.41379310345
321,West,SMB,Finance,CRM,17987.0,1285.0,0.01,1,0.2658959537572254,4782.670520231213
322,North,SMB,Manufacturing,ERP,30437.0,1649.0,0.53,0,0.2621951219512195,7980.432926829269
323,West,Enterprise,Manufacturing,CRM,24117.0,1092.0,0.15,0,0.2658959537572254,6412.612716763006
324,South,SMB,Retail,CRM,19525.0,2068.0,0.35,1,0.3448275862068966,6732.758620689656
325,South,Enterprise,Manufacturing,Analytics,18345.0,1254.0,0.39,1,0.33727810650887574,6187.366863905326
326,South,SMB,Manufacturing,Analytics,23679.0,2920.0,0.22,0,0.33727810650887574,7986.408284023669
327,East,SMB,Manufacturing,ERP,23340.0,2257.0,0.27,0,0.28402366863905326,6629.112426035503
328,East,MidMarket,Finance,ERP,17212.0,842.0,0.15,0,0.28402366863905326,4888.615384615385
329,West,MidMarket,Retail,CRM,20643.0,1542.0,0.34,0,0.2658959537572254,5488.890173410404
330,West,SMB,Manufacturing,Analytics,26275.0,1464.0,0.47,0,0.27058823529411763,7109.7058823529405
331,North,MidMarket,Manufacturing,ERP,10457.0,1836.0,0.15,1,0.2621951219512195,2741.7743902439024
332,North,MidMarket,Finance,ERP,25081.0,2605.0,0.23,0,0.2621951219512195,6576.115853658537
333,West,SMB,Retail,ERP,23649.0,1959.0,0.57,0,0.27702702702702703,6551.4121621621625
334,East,Enterprise,Healthcare,CRM,28307.0,654.0,0.52,0,0.3241758241758242,9176.445054945056
335,South,Enterprise,Finance,Analytics,14990.0,2139.0,0.6,0,0.33727810650887574,5055.798816568047
336,West,MidMarket,Retail,ERP,20040.0,521.0,0.49,0,0.27702702702702703,5551.621621621622
337,North,SMB,Manufacturing,Analytics,21435.0,2450.0,0.49,0,0.26256983240223464,5628.1843575419
338,East,MidMarket,Retail,ERP,25172.0,2167.0,0.3,1,0.28402366863905326,7149.443786982249
339,West,SMB,Retail,ERP,23004.0,1272.0,0.09,0,0.27702702702702703,6372.72972972973
340,West,SMB,Retail,Analytics,11323.0,1231.0,0.4,0,0.27058823529411763,3063.870588235294
341,East,SMB,Healthcare,Analytics,22037.0,2496.0,0.14,1,0.3,6611.099999999999
342,West,SMB,Retail,Analytics,34030.0,2458.0,0.07,0,0.27058823529411763,9208.117647058823
343,East,Enterprise,Healthcare,CRM,24282.0,1381.0,0.07,0,0.3241758241758242,7871.637362637363
344,South,MidMarket,Manufacturing,ERP,31466.0,1247.0,0.09,1,0.35333333333333333,11117.986666666666
345,East,MidMarket,Healthcare,CRM,27301.0,1900.0,0.28,0,0.3241758241758242,8850.324175824177
346,East,SMB,Manufacturing,Analytics,29537.0,521.0,0.32,0,0.3,8861.1
347,East,SMB,Manufacturing,ERP,22170.0,707.0,0.41,1,0.28402366863905326,6296.804733727811
348,West,SMB,Healthcare,CRM,23653.0,815.0,0.08,1,0.2658959537572254,6289.236994219653
349,West,Enterprise,Finance,ERP,21789.0,964.0,0.11,0,0.27702702702702703,6036.141891891892
350,East,SMB,Tech,CRM,20030.0,1780.0,0.17,0,0.3241758241758242,6493.241758241758
351,West,Enterprise,Retail,Analytics,25195.0,2981.0,0.17,0,0.27058823529411763,6817.470588235294
352,North,MidMarket,Tech,CRM,16353.0,2132.0,0.61,0,0.36813186813186816,6020.06043956044
353,North,SMB,Retail,ERP,33198.0,653.0,0.34,0,0.2621951219512195,8704.353658536585
354,West,MidMarket,Retail,ERP,13504.0,1814.0,0.26,1,0.27702702702702703,3740.972972972973
355,West,SMB,Manufacturing,ERP,25680.0,1742.0,0.54,0,0.27702702702702703,7114.054054054054
356,East,Enterprise,Retail,ERP,29651.0,860.0,0.16,0,0.28402366863905326,8421.585798816568
357,South,Enterprise,Retail,Analytics,18764.0,2801.0,0.58,0,0.33727810650887574,6328.6863905325445
358,West,SMB,Healthcare,CRM,12209.0,1602.0,0.08,1,0.2658959537572254,3246.323699421965
359,North,SMB,Tech,Analytics,28089.0,2986.0,0.16,0,0.26256983240223464,7375.324022346369
360,East,MidMarket,Healthcare,Analytics,21424.0,1550.0,0.23,0,0.3,6427.2
361,West,Enterprise,Retail,Analytics,25693.0,2020.0,0.52,1,0.27058823529411763,6952.2235294117645
362,North,SMB,Manufacturing,ERP,19234.0,762.0,0.29,0,0.2621951219512195,5043.0609756097565
363,North,MidMarket,Healthcare,ERP,32123.0,1636.0,0.14,0,0.2621951219512195,8422.493902439024
364,South,MidMarket,Healthcare,ERP,5181.0,1097.0,0.3,0,0.35333333333333333,1830.62
365,East,MidMarket,Finance,CRM,22633.0,2589.0,0.23,1,0.3241758241758242,7337.071428571428
366,East,SMB,Retail,ERP,29392.0,2460.0,0.07,1,0.28402366863905326,8348.023668639053
367,South,MidMarket,Manufacturing,CRM,20737.0,2560.0,0.65,0,0.3448275862068966,7150.689655172414
368,South,Enterprise,Healthcare,ERP,22117.0,2309.0,0.09,0,0.35333333333333333,7814.673333333333
369,East,SMB,Healthcare,ERP,16962.0,2582.0,0.42,0,0.28402366863905326,4817.609467455622
370,East,SMB,Manufacturing,Analytics,20145.0,1002.0,0.48,0,0.3,6043.5
371,West,Enterprise,Retail,Analytics,8297.0,1630.0,0.39,1,0.27058823529411763,2245.070588235294
372,West,SMB,Finance,Analytics,14971.0,2230.0,0.46,0,0.27058823529411763,4050.976470588235
373,South,Enterprise,Healthcare,CRM,14493.0,2093.0,0.27,1,0.3448275862068966,4997.586206896552
374,West,SMB,Finance,CRM,24684.0,2291.0,0.16,0,0.2658959537572254,6563.375722543352
375,North,SMB,Tech,ERP,16000.0,1061.0,0.2,1,0.2621951219512195,4195.121951219512
376,West,Enterprise,Retail,CRM,16203.0,746.0,0.14,1,0.2658959537572254,4308.312138728324
377,West,SMB,Tech,ERP,17355.0,2792.0,0.1,0,0.27702702702702703,4807.804054054054
378,North,MidMarket,Tech,CRM,14759.0,1900.0,0.13,0,0.36813186813186816,5433.258241758243
379,South,SMB,Tech,CRM,21883.0,885.0,0.36,0,0.3448275862068966,7545.862068965518
380,North,MidMarket,Retail,CRM,22643.0,2484.0,0.38,1,0.36813186813186816,8335.60989010989
381,West,SMB,Retail,Analytics,25775.0,2787.0,0.14,0,0.27058823529411763,6974.411764705882
382,South,SMB,Manufacturing,CRM,24569.0,924.0,0.26,1,0.3448275862068966,8472.068965517243
383,West,Enterprise,Finance,Analytics,23869.0,2544.0,0.62,0,0.27058823529411763,6458.6705882352935
384,North,SMB,Finance,Analytics,17697.0,2833.0,0.37,0,0.26256983240223464,4646.698324022346
385,North,MidMarket,Manufacturing,CRM,17248.0,2846.0,0.25,0,0.36813186813186816,6349.538461538462
386,West,SMB,Manufacturing,ERP,13902.0,2785.0,0.27,1,0.27702702702702703,3851.2297297297296
387,East,MidMarket,Tech,ERP,13775.0,1866.0,0.08,0,0.28402366863905326,3912.4260355029587
388,East,SMB,Manufacturing,ERP,21360.0,1391.0,0.42,0,0.28402366863905326,6066.745562130178
389,North,Enterprise,Healthcare,CRM,14964.0,518.0,0.17,1,0.36813186813186816,5508.725274725275
390,North,SMB,Finance,ERP,30278.0,652.0,0.14,1,0.2621951219512195,7938.743902439025
391,East,SMB,Manufacturing,Analytics,19737.0,1572.0,0.26,1,0.3,5921.099999999999
392,East,SMB,Healthcare,ERP,30510.0,1498.0,0.31,0,0.28402366863905326,8665.562130177515
393,West,SMB,Healthcare,CRM,24002.0,962.0,0.63,0,0.2658959537572254,6382.0346820809245
394,West,MidMarket,Healthcare,ERP,14559.0,1489.0,0.41,0,0.27702702702702703,4033.2364864864867
395,East,SMB,Healthcare,Analytics,19566.0,937.0,0.41,1,0.3,5869.8
396,West,Enterprise,Tech,CRM,8286.0,2622.0,0.17,0,0.2658959537572254,2203.21387283237
397,West,SMB,Healthcare,ERP,21333.0,1245.0,0.29,0,0.27702702702702703,5909.8175675675675
398,South,SMB,Tech,CRM,15200.0,1996.0,0.46,1,0.3448275862068966,5241.379310344828
399,West,MidMarket,Tech,CRM,12206.0,1757.0,0.1,0,0.2658959537572254,3245.5260115606934
400,North,MidMarket,Healthcare,CRM,30655.0,630.0,0.13,0,0.36813186813186816,11285.082417582418
401,West,SMB,Finance,ERP,27214.0,2856.0,0.49,0,0.27702702702702703,7539.013513513513
402,West,SMB,Healthcare,CRM,27021.0,1818.0,0.52,0,0.2658959537572254,7184.774566473988
403,East,SMB,Healthcare,ERP,25475.0,1313.0,0.13,0,0.28402366863905326,7235.502958579882
404,North,MidMarket,Healthcare,Analytics,11356.0,895.0,0.35,1,0.26256983240223464,2981.7430167597768
405,West,MidMarket,Finance,ERP,17197.0,1346.0,0.54,1,0.27702702702702703,4764.033783783784
406,West,SMB,Retail,Analytics,17623.0,551.0,0.23,0,0.27058823529411763,4768.576470588235
407,South,Enterprise,Retail,ERP,8032.0,1409.0,0.27,0,0.35333333333333333,2837.9733333333334
408,West,Enterprise,Tech,CRM,16101.0,1829.0,0.26,0,0.2658959537572254,4281.190751445087
409,West,MidMarket,Tech,ERP,16177.0,2680.0,0.25,1,0.27702702702702703,4481.466216216216
410,South,Enterprise,Finance,CRM,20882.0,2218.0,0.38,0,0.3448275862068966,7200.689655172414
411,East,SMB,Manufacturing,Analytics,37727.0,779.0,0.43,1,0.3,11318.1
412,West,SMB,Retail,ERP,19854.0,869.0,0.33,1,0.27702702702702703,5500.094594594595
413,South,SMB,Tech,CRM,20886.0,1570.0,0.08,0,0.3448275862068966,7202.068965517242
414,North,SMB,Retail,Analytics,18249.0,989.0,0.14,0,0.26256983240223464,4791.63687150838
415,East,MidMarket,Finance,Analytics,25164.0,570.0,0.3,0,0.3,7549.2
416,North,Enterprise,Finance,ERP,12483.0,2513.0,0.3,0,0.2621951219512195,3272.9817073170734
417,North,SMB,Manufacturing,Analytics,33272.0,549.0,0.25,0,0.26256983240223464,8736.22346368715
418,South,SMB,Manufacturing,CRM,19131.0,2577.0,0.77,0,0.3448275862068966,6596.896551724139
419,West,SMB,Finance,Analytics,17234.0,860.0,0.09,0,0.27058823529411763,4663.317647058823
420,South,Enterprise,Tech,Analytics,26790.0,2937.0,0.1,0,0.33727810650887574,9035.68047337278
421,South,SMB,Retail,CRM,13764.0,2010.0,0.31,0,0.3448275862068966,4746.206896551725
422,South,MidMarket,Healthcare,Analytics,25035.0,2337.0,0.33,0,0.33727810650887574,8443.757396449704
423,South,SMB,Manufacturing,Analytics,29836.0,776.0,0.08,0,0.33727810650887574,10063.029585798817
424,East,SMB,Healthcare,Analytics,18311.0,2655.0,0.14,1,0.3,5493.3
425,West,Enterprise,Tech,Analytics,34370.0,2598.0,0.19,1,0.27058823529411763,9300.117647058823
426,North,Enterprise,Manufacturing,CRM,24510.0,2132.0,0.66,0,0.36813186813186816,9022.91208791209
427,North,SMB,Healthcare,Analytics,24597.0,1756.0,0.61,0,0.26256983240223464,6458.430167597766
428,West,Enterprise,Tech,CRM,29561.0,2304.0,0.19,0,0.2658959537572254,7860.150289017341
429,North,MidMarket,Retail,Analytics,31415.0,515.0,0.55,0,0.26256983240223464,8248.6312849162
430,West,Enterprise,Tech,Analytics,21833.0,1981.0,0.17,0,0.27058823529411763,5907.75294117647
431,North,SMB,Manufacturing,Analytics,25578.0,2619.0,0.24,1,0.26256983240223464,6716.011173184357
432,South,MidMarket,Finance,Analytics,29774.0,1392.0,0.62,0,0.33727810650887574,10042.118343195267
433,North,SMB,Retail,CRM,11867.0,771.0,0.03,0,0.36813186813186816,4368.620879120879
434,West,MidMarket,Healthcare,CRM,7893.0,1552.0,0.29,1,0.2658959537572254,2098.71676300578
435,West,SMB,Manufacturing,CRM,19597.0,2318.0,0.35,0,0.2658959537572254,5210.763005780346
436,West,SMB,Finance,ERP,7726.0,768.0,0.11,0,0.27702702702702703,2140.310810810811
437,West,SMB,Tech,Analytics,17802.0,1015.0,0.16,1,0.27058823529411763,4817.011764705882
438,West,MidMarket,Finance,Analytics,22201.0,869.0,0.08,0,0.27058823529411763,6007.329411764706
439,East,SMB,Manufacturing,CRM,18071.0,2492.0,0.31,0,0.3241758241758242,5858.181318681319
440,East,MidMarket,Manufacturing,ERP,19009.0,657.0,0.37,1,0.28402366863905326,5399.005917159763
441,North,Enterprise,Finance,Analytics,12988.0,2216.0,0.12,1,0.26256983240223464,3410.2569832402237
442,West,SMB,Tech,CRM,25517.0,1416.0,0.04,1,0.2658959537572254,6784.867052023121
443,North,MidMarket,Finance,Analytics,12556.0,2389.0,0.08,1,0.26256983240223464,3296.8268156424583
444,West,SMB,Manufacturing,Analytics,5280.0,2911.0,0.46,0,0.27058823529411763,1428.705882352941
445,West,Enterprise,Manufacturing,CRM,18549.0,786.0,0.07,1,0.2658959537572254,4932.1040462427745
446,East,SMB,Healthcare,CRM,26405.0,1286.0,0.37,1,0.3241758241758242,8559.862637362638
447,East,MidMarket,Healthcare,Analytics,20559.0,2525.0,0.19,1,0.3,6167.7
448,South,Enterprise,Retail,Analytics,11846.0,1165.0,0.61,1,0.33727810650887574,3995.396449704142
449,East,Enterprise,Manufacturing,CRM,20714.0,1038.0,0.4,0,0.3241758241758242,6714.978021978022
450,South,MidMarket,Healthcare,Analytics,23068.0,2563.0,0.37,1,0.33727810650887574,7780.331360946746
451,South,SMB,Finance,Analytics,20632.0,2968.0,0.7,0,0.33727810650887574,6958.721893491124
452,South,MidMarket,Tech,CRM,18148.0,1892.0,0.36,0,0.3448275862068966,6257.931034482759
453,South,Enterprise,Finance,Analytics,23402.0,1195.0,0.2,0,0.33727810650887574,7892.9822485207105
454,South,MidMarket,Tech,Analytics,7831.0,1496.0,0.13,1,0.33727810650887574,2641.224852071006
455,North,SMB,Healthcare,ERP,13742.0,925.0,0.43,0,0.2621951219512195,3603.0853658536585
456,East,Enterprise,Retail,CRM,10864.0,2405.0,0.07,1,0.3241758241758242,3521.846153846154
457,South,MidMarket,Finance,ERP,29439.0,2434.0,0.52,0,0.35333333333333333,10401.78
458,West,MidMarket,Finance,ERP,24984.0,2688.0,0.61,0,0.27702702702702703,6921.243243243243
459,East,SMB,Finance,ERP,21296.0,567.0,0.24,0,0.28402366863905326,6048.568047337279
460,East,MidMarket,Tech,Analytics,9846.0,1905.0,0.41,0,0.3,2953.7999999999997
461,South,SMB,Healthcare,Analytics,25209.0,1036.0,0.14,1,0.33727810650887574,8502.443786982249
462,North,MidMarket,Finance,ERP,29706.0,1352.0,0.21,0,0.2621951219512195,7788.7682926829275
463,South,SMB,Finance,ERP,24000.0,2462.0,0.57,0,0.35333333333333333,8480.0
464,North,MidMarket,Retail,ERP,19754.0,980.0,0.31,0,0.2621951219512195,5179.40243902439
465,West,Enterprise,Retail,Analytics,24422.0,2096.0,0.5,0,0.27058823529411763,6608.305882352941
466,East,SMB,Healthcare,ERP,21910.0,2136.0,0.3,0,0.28402366863905326,6222.958579881657
467,West,Enterprise,Healthcare,ERP,26483.0,2885.0,0.19,0,0.27702702702702703,7336.506756756757
468,North,SMB,Manufacturing,CRM,26326.0,2438.0,0.33,0,0.36813186813186816,9691.439560439561
469,North,Enterprise,Retail,CRM,18453.0,2509.0,0.38,0,0.36813186813186816,6793.137362637363
470,West,MidMarket,Manufacturing,Analytics,15376.0,1829.0,0.49,0,0.27058823529411763,4160.564705882352
471,North,MidMarket,Tech,CRM,17201.0,967.0,0.28,1,0.36813186813186816,6332.236263736264
472,West,MidMarket,Manufacturing,CRM,23751.0,1564.0,0.43,1,0.2658959537572254,6315.29479768786
473,East,Enterprise,Finance,CRM,17624.0,1874.0,0.26,0,0.3241758241758242,5713.274725274726
474,West,SMB,Manufacturing,Analytics,14746.0,2196.0,0.51,0,0.27058823529411763,3990.0941176470587
475,East,SMB,Healthcare,CRM,19993.0,2019.0,0.38,0,0.3241758241758242,6481.247252747253
476,West,MidMarket,Tech,Analytics,27752.0,1485.0,0.28,0,0.27058823529411763,7509.364705882353
477,North,Enterprise,Finance,ERP,20946.0,1163.0,0.12,0,0.2621951219512195,5491.939024390244
478,West,MidMarket,Manufacturing,CRM,18066.0,921.0,0.37,0,0.2658959537572254,4803.676300578034
479,North,MidMarket,Tech,Analytics,22243.0,2235.0,0.37,0,0.26256983240223464,5840.340782122905
480,West,SMB,Tech,CRM,20588.0,2113.0,0.25,1,0.2658959537572254,5474.265895953757
481,West,Enterprise,Finance,ERP,6465.0,2218.0,0.26,1,0.27702702702702703,1790.9797297297298
482,South,SMB,Manufacturing,Analytics,24877.0,1431.0,0.17,0,0.33727810650887574,8390.467455621301
483,North,MidMarket,Tech,Analytics,22852.0,1156.0,0.26,0,0.26256983240223464,6000.245810055866
484,South,SMB,Tech,Analytics,20113.0,2399.0,0.65,0,0.33727810650887574,6783.674556213018
485,North,SMB,Retail,ERP,27436.0,2434.0,0.27,0,0.2621951219512195,7193.585365853659
486,South,SMB,Tech,ERP,28491.0,1639.0,0.25,0,0.35333333333333333,10066.82
487,East,SMB,Retail,ERP,25591.0,2030.0,0.06,1,0.28402366863905326,7268.449704142012
488,West,MidMarket,Manufacturing,Analytics,14048.0,1434.0,0.22,1,0.27058823529411763,3801.2235294117645
489,North,SMB,Manufacturing,ERP,14290.0,2255.0,0.21,0,0.2621951219512195,3746.768292682927
490,North,SMB,Manufacturing,CRM,27821.0,2589.0,0.43,1,0.36813186813186816,10241.796703296704
491,West,SMB,Healthcare,ERP,6859.0,2221.0,0.26,0,0.27702702702702703,1900.1283783783783
492,North,SMB,Manufacturing,Analytics,18958.0,1781.0,0.19,0,0.26256983240223464,4977.7988826815645
493,North,SMB,Tech,CRM,23079.0,1647.0,0.35,0,0.36813186813186816,8496.115384615385
494,South,SMB,Finance,ERP,7747.0,2106.0,0.52,0,0.35333333333333333,2737.2733333333335
495,North,MidMarket,Retail,CRM,21640.0,2200.0,0.07,1,0.36813186813186816,7966.373626373627
496,East,MidMarket,Healthcare,CRM,26681.0,1897.0,0.13,1,0.3241758241758242,8649.335164835165
497,East,MidMarket,Manufacturing,Analytics,9601.0,2062.0,0.27,0,0.3,2880.2999999999997
498,West,SMB,Manufacturing,CRM,31607.0,741.0,0.15,1,0.2658959537572254,8404.173410404623
499,North,SMB,Finance,CRM,12931.0,2879.0,0.13,1,0.36813186813186816,4760.313186813187
500,West,Enterprise,Finance,Analytics,24023.0,2477.0,0.15,0,0.27058823529411763,6500.341176470588
501,East,MidMarket,Healthcare,Analytics,19415.0,1435.0,0.16,0,0.3,5824.5
502,North,SMB,Retail,Analytics,20487.0,1907.0,0.46,1,0.26256983240223464,5379.268156424581
503,North,SMB,Manufacturing,CRM,11016.0,618.0,0.09,1,0.36813186813186816,4055.3406593406594
504,West,SMB,Healthcare,CRM,28823.0,603.0,0.34,0,0.2658959537572254,7663.919075144508
505,East,SMB,Tech,CRM,22281.0,1127.0,0.14,0,0.3241758241758242,7222.961538461539
506,North,SMB,Tech,Analytics,31346.0,2224.0,0.24,0,0.26256983240223464,8230.513966480446
507,West,MidMarket,Healthcare,ERP,11198.0,2630.0,0.25,1,0.27702702702702703,3102.1486486486488
508,East,MidMarket,Manufacturing,CRM,18731.0,1898.0,0.17,1,0.3241758241758242,6072.1373626373625
509,West,MidMarket,Healthcare,ERP,21467.0,1830.0,0.37,0,0.27702702702702703,5946.939189189189
510,South,MidMarket,Manufacturing,Analytics,20423.0,1506.0,0.49,0,0.33727810650887574,6888.2307692307695
511,North,Enterprise,Finance,CRM,24667.0,904.0,0.06,1,0.36813186813186816,9080.708791208792
512,South,MidMarket,Healthcare,ERP,18643.0,796.0,0.19,0,0.35333333333333333,6587.193333333334
513,East,Enterprise,Manufacturing,CRM,34854.0,2402.0,0.8,1,0.3241758241758242,11298.824175824177
514,South,SMB,Healthcare,CRM,20279.0,2819.0,0.13,0,0.3448275862068966,6992.758620689656
515,South,SMB,Healthcare,CRM,2000.0,1646.0,0.05,0,0.3448275862068966,689.6551724137931
516,East,SMB,Manufacturing,ERP,20589.0,2149.0,0.57,0,0.28402366863905326,5847.763313609467
517,West,MidMarket,Manufacturing,Analytics,28830.0,2786.0,0.17,0,0.27058823529411763,7801.058823529411
518,South,Enterprise,Retail,CRM,13537.0,725.0,0.22,1,0.3448275862068966,4667.931034482759
519,West,SMB,Healthcare,Analytics,13093.0,2426.0,0.05,1,0.27058823529411763,3542.811764705882
520,South,Enterprise,Tech,Analytics,14117.0,2042.0,0.27,1,0.33727810650887574,4761.355029585799
521,West,SMB,Healthcare,ERP,12465.0,1997.0,0.23,0,0.27702702702702703,3453.141891891892
522,East,Enterprise,Healthcare,ERP,16644.0,1231.0,0.38,0,0.28402366863905326,4727.289940828403
523,South,SMB,Manufacturing,Analytics,26365.0,2210.0,0.01,0,0.33727810650887574,8892.337278106508
524,East,SMB,Healthcare,CRM,30684.0,2487.0,0.1,1,0.3241758241758242,9947.010989010989
525,South,SMB,Healthcare,ERP,3030.0,782.0,0.19,0,0.35333333333333333,1070.6
526,East,SMB,Tech,CRM,17351.0,1834.0,0.43,1,0.3241758241758242,5624.774725274726
527,East,SMB,Manufacturing,CRM,22119.0,753.0,0.3,1,0.3241758241758242,7170.445054945055
528,South,SMB,Healthcare,CRM,21419.0,2681.0,0.14,0,0.3448275862068966,7385.862068965518
529,South,Enterprise,Finance,Analytics,33300.0,1769.0,0.3,1,0.33727810650887574,11231.360946745563
530,South,MidMarket,Retail,CRM,5925.0,2520.0,0.54,1,0.3448275862068966,2043.103448275862
531,North,SMB,Tech,Analytics,2000.0,1420.0,0.28,1,0.26256983240223464,525.1396648044692
532,West,MidMarket,Healthcare,Analytics,34435.0,813.0,0.19,0,0.27058823529411763,9317.70588235294
533,North,MidMarket,Finance,CRM,25274.0,604.0,0.66,1,0.36813186813186816,9304.164835164836
534,North,SMB,Healthcare,CRM,16000.0,1204.0,0.26,0,0.36813186813186816,5890.10989010989
535,East,SMB,Healthcare,CRM,21201.0,1111.0,0.24,0,0.3241758241758242,6872.851648351649
536,South,SMB,Manufacturing,CRM,21703.0,1901.0,0.08,0,0.3448275862068966,7483.793103448276
537,West,SMB,Manufacturing,Analytics,15831.0,554.0,0.28,0,0.27058823529411763,4283.682352941176
538,East,MidMarket,Manufacturing,CRM,20992.0,1801.0,0.38,1,0.3241758241758242,6805.0989010989015
539,North,SMB,Finance,CRM,22484.0,1479.0,0.33,0,0.36813186813186816,8277.076923076924
540,South,MidMarket,Healthcare,Analytics,34109.0,1943.0,0.12,0,0.33727810650887574,11504.218934911243
541,East,MidMarket,Retail,ERP,26744.0,2256.0,0.38,0,0.28402366863905326,7595.92899408284
542,South,SMB,Tech,ERP,32175.0,2085.0,0.27,1,0.35333333333333333,11368.5
543,East,MidMarket,Manufacturing,Analytics,10595.0,2962.0,0.32,1,0.3,3178.5
544,South,SMB,Manufacturing,ERP,17570.0,846.0,0.41,0,0.35333333333333333,6208.066666666667
545,North,Enterprise,Healthcare,Analytics,21696.0,1574.0,0.19,1,0.26256983240223464,5696.715083798883
546,West,SMB,Healthcare,CRM,6552.0,1562.0,0.24,0,0.2658959537572254,1742.1502890173408
